<<<<<<< HEAD
 RODS report3 created at 13:27:47 on 29-03-2017,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,
Originating National Rail/DLR stations,,,,,,,,,,
,,,,Early     ,AM peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,Weekday
Arrivals at,,from NR/DLR Origin,, - 7am ,7am-10am,10am-4pm,4pm-7pm ,7pm-10pm,10pm+,total
635,London Bridge                 ,5122,Orpington                     ,45,377,222,84,34,0,762
635,London Bridge                 ,5071,Otford                        ,0,0,0,0,0,0,0
635,London Bridge                 ,5377,Oxted                         ,16,124,74,5,0,0,220
635,London Bridge                 ,3087,Paddington London             ,0,0,134,0,0,0,134
635,London Bridge                 ,5224,Paddock Wood                  ,7,94,0,107,71,0,279
635,London Bridge                 ,5423,Peckham Rye                   ,32,559,201,406,90,0,1288
635,London Bridge                 ,5378,Penge West                    ,2,104,0,9,0,0,115
635,London Bridge                 ,5123,Petts Wood                    ,7,36,2,44,0,0,88
635,London Bridge                 ,5225,Pluckley                      ,0,9,0,0,0,0,9
635,London Bridge                 ,5332,Plumpton                      ,0,3,0,0,0,0,3
635,London Bridge                 ,5208,Plumstead                     ,23,215,40,7,0,4,290
635,London Bridge                 ,5455,Polegate                      ,0,165,0,0,0,0,165
635,London Bridge                 ,5276,Portslade                     ,1,23,0,0,0,0,24
635,London Bridge                 ,5285,Preston Park                  ,1,98,0,0,0,0,99
635,London Bridge                 ,5468,Pulborough                    ,0,0,22,0,0,0,23
635,London Bridge                 ,5379,Purley                        ,21,319,314,56,0,0,711
635,London Bridge                 ,5430,Purley Oaks                   ,1,143,0,0,11,0,155
635,London Bridge                 ,7407,Queens Road (Wstow)           ,0,1,0,0,0,0,1
635,London Bridge                 ,5424,Queens Road Peckham           ,50,195,86,56,76,69,531
635,London Bridge                 ,5596,Queenstown Road               ,0,0,0,0,0,0,0
635,London Bridge                 ,7454,Rainham Essex                 ,0,98,0,0,0,0,98
635,London Bridge                 ,5177,Rainham Kent                  ,0,14,0,0,0,0,14
635,London Bridge                 ,6884,Rayleigh                      ,0,0,0,0,0,0,0
635,London Bridge                 ,3149,Reading                       ,0,1,2,0,0,0,3
635,London Bridge                 ,6967,Rectory Road                  ,0,0,0,0,0,0,0
635,London Bridge                 ,5478,Redhill                       ,58,176,246,194,38,0,712
635,London Bridge                 ,5431,Reedham                       ,0,69,1,0,0,0,70
635,London Bridge                 ,5480,Reigate                       ,0,88,145,156,0,0,390
635,London Bridge                 ,5432,Riddlesdown                   ,8,51,0,0,0,0,59
635,London Bridge                 ,5226,Robertsbridge                 ,0,54,0,0,0,0,54
635,London Bridge                 ,5203,Rochester                     ,1,35,0,0,0,0,36
635,London Bridge                 ,6886,Romford                       ,0,0,0,0,0,0,0
635,London Bridge                 ,5024,Rye                           ,0,0,0,0,0,0,0
635,London Bridge                 ,5380,Salfords                      ,0,11,29,3,0,0,43
635,London Bridge                 ,5433,Sanderstead                   ,6,98,124,0,11,0,239
635,London Bridge                 ,5333,Seaford                       ,0,0,0,0,0,0,0
635,London Bridge                 ,5434,Selhurst                      ,0,18,0,63,0,0,81
635,London Bridge                 ,5124,Sevenoaks                     ,18,254,73,82,5,0,431
635,London Bridge                 ,6888,Shenfield                     ,0,0,0,0,0,0,0
635,London Bridge                 ,5277,Shoreham By Sea               ,4,17,0,0,0,0,21
635,London Bridge                 ,5125,Sidcup                        ,9,157,340,134,100,0,740
635,London Bridge                 ,5187,Sittingbourne                 ,10,49,0,0,0,0,60
635,London Bridge                 ,5154,Slade Green                   ,0,4,0,12,0,0,16
635,London Bridge                 ,3172,Slough                        ,0,0,0,0,0,0,0
635,London Bridge                 ,5425,South Bermondsey              ,2,71,5,5,0,0,82
635,London Bridge                 ,5410,South Croydon                 ,17,168,1,0,0,0,186
635,London Bridge                 ,5932,Southampton                   ,0,0,0,38,0,0,38
635,London Bridge                 ,1548,St Albans City                ,3,39,0,23,0,0,66
635,London Bridge                 ,5059,St Johns                      ,2,233,357,10,6,0,607
635,London Bridge                 ,5239,St Leonards Warr Sq           ,7,15,0,0,0,0,22
635,London Bridge                 ,1555,St Pancras London             ,0,0,0,0,0,0,0
635,London Bridge                 ,5228,Staplehurst                   ,31,53,356,0,0,0,439
635,London Bridge                 ,1467,Stoke Mandeville              ,0,10,0,0,0,0,10
635,London Bridge                 ,5248,Stone Crossing                ,0,17,0,5,25,0,47
635,London Bridge                 ,5240,Stonegate                     ,0,9,0,0,0,0,9
635,London Bridge                 ,5383,Streatham                     ,0,153,8,0,8,0,170
635,London Bridge                 ,5384,Streatham Common              ,0,199,0,24,0,0,223
635,London Bridge                 ,5435,Streatham Hill                ,7,43,0,0,0,0,50
635,London Bridge                 ,5191,Strood                        ,0,0,27,0,0,0,27
635,London Bridge                 ,1484,Sudbury Hill (Harrow)         ,0,0,0,0,0,0,0
635,London Bridge                 ,5155,Sundridge Park                ,5,74,0,0,0,0,80
635,London Bridge                 ,5385,Sutton                        ,48,494,4,0,0,0,546
635,London Bridge                 ,5156,Swanscombe                    ,1,48,0,0,0,0,49
635,London Bridge                 ,5437,Sydenham                      ,30,318,84,214,0,1,647
635,London Bridge                 ,5609,Syon Lane                     ,0,0,0,0,0,0,0
635,London Bridge                 ,5386,Tadworth                      ,0,13,0,9,0,0,22
635,London Bridge                 ,5387,Tattenham Corner              ,10,15,0,40,0,0,64
635,London Bridge                 ,8191,Thirsk                        ,0,0,11,0,0,0,11
635,London Bridge                 ,5388,Thornton Heath                ,0,36,0,0,0,0,36
635,London Bridge                 ,5491,Three Bridges                 ,10,157,0,86,6,0,261
635,London Bridge                 ,5229,Tonbridge                     ,28,181,13,63,1,0,287
635,London Bridge                 ,5390,Tulse Hill                    ,3,205,3,0,8,0,219
635,London Bridge                 ,5230,Tunbridge Wells Central       ,10,142,232,67,0,0,450
635,London Bridge                 ,5334,Uckfield                      ,2,234,0,1,8,0,244
635,London Bridge                 ,5391,Upper Warlingham              ,25,143,0,0,0,0,168
635,London Bridge                 ,5392,Waddon                        ,6,27,0,32,0,0,65
635,London Bridge                 ,5231,Wadhurst                      ,1,10,0,19,0,0,30
635,London Bridge                 ,5394,Wallington                    ,4,214,65,0,0,0,283
635,London Bridge                 ,5372,Wandsworth Road               ,0,0,0,37,0,0,37
635,London Bridge                 ,2390,Warrington Central            ,0,9,0,0,0,0,9
635,London Bridge                 ,5158,Waterloo East                 ,0,28,0,0,0,0,28
635,London Bridge                 ,5128,Welling                       ,13,81,0,7,18,0,119
635,London Bridge                 ,5411,West Croydon                  ,4,12,33,67,0,0,115
635,London Bridge                 ,5129,West Malling                  ,22,21,55,0,0,0,98
635,London Bridge                 ,5438,West Norwood                  ,0,15,282,60,0,0,357
635,London Bridge                 ,5242,West St Leonards              ,0,8,0,0,0,0,8
635,London Bridge                 ,5293,West Sutton                   ,0,0,0,0,0,0,0
635,London Bridge                 ,5054,West Wickham                  ,2,25,251,82,7,0,366
635,London Bridge                 ,5278,West Worthing                 ,0,30,0,0,0,0,30
635,London Bridge                 ,7476,Westcliff On Sea              ,0,0,1,0,0,0,1
635,London Bridge                 ,5151,Westcombe Park                ,5,182,49,209,8,0,453
635,London Bridge                 ,5196,Whitstable                    ,2,12,0,0,0,0,15
635,London Bridge                 ,5396,Whyteleafe                    ,1,11,0,0,0,0,12
635,London Bridge                 ,5439,Whyteleafe South              ,1,7,0,0,0,0,8
635,London Bridge                 ,5341,Wivelsfield                   ,1,37,0,0,0,0,38
635,London Bridge                 ,5685,Woking                        ,0,0,0,0,0,0,0
635,London Bridge                 ,5440,Woldingham                    ,2,6,0,0,0,0,8
635,London Bridge                 ,5441,Woodmansterne                 ,2,27,8,32,0,0,70
635,London Bridge                 ,5152,Woolwich Arsenal              ,22,233,84,128,35,0,501
635,London Bridge                 ,5153,Woolwich Dockyard             ,7,82,0,0,0,0,89
635,London Bridge                 ,5279,Worthing                      ,0,50,0,0,0,0,50
641,Marylebone                    ,4529,Acocks Green                  ,0,0,0,0,0,0,0
641,Marylebone                    ,1492,Aylesbury                     ,19,369,303,71,1,4,767
641,Marylebone                    ,4502,Banbury                       ,10,156,388,38,0,0,592
641,Marylebone                    ,5520,Basingstoke                   ,0,0,0,0,0,0,0
641,Marylebone                    ,3047,Beaconsfield                  ,29,544,400,40,0,0,1014
641,Marylebone                    ,3048,Bicester North                ,6,296,112,250,14,7,684
641,Marylebone                    ,3104,Bicester Town                 ,0,0,1,0,0,0,1
641,Marylebone                    ,4515,Birmingham Moor Street        ,0,6,20,26,0,8,60
641,Marylebone                    ,1127,Birmingham New Street         ,0,0,0,0,35,0,35
641,Marylebone                    ,1006,Birmingham Snow Hill          ,0,0,6,168,0,0,175
641,Marylebone                    ,1112,Bournville                    ,0,13,0,0,0,0,13
641,Marylebone                    ,6913,Bush Hill Park                ,2,20,0,0,0,0,21
641,Marylebone                    ,3899,Cardiff Central               ,0,0,7,0,0,0,7
641,Marylebone                    ,5143,Charing Cross Br              ,0,0,0,0,0,0,0
641,Marylebone                    ,1130,Chester Road                  ,0,8,0,0,0,0,8
641,Marylebone                    ,5009,Chilham                       ,0,9,0,0,0,0,9
641,Marylebone                    ,2745,Chorley                       ,0,0,4,0,0,0,4
641,Marylebone                    ,4639,Cradley Heath                 ,0,0,3,0,0,0,3
641,Marylebone                    ,3052,Denham                        ,2,61,10,38,0,0,112
641,Marylebone                    ,3060,Denham Golf Club              ,0,39,2,0,0,0,41
641,Marylebone                    ,4525,Dorridge                      ,0,1,7,31,0,5,44
641,Marylebone                    ,3051,Gerrards Cross                ,67,829,256,208,31,0,1391
641,Marylebone                    ,1463,Great Missenden               ,23,219,192,0,0,0,435
641,Marylebone                    ,3053,Haddenham & Tme Pky           ,6,300,310,0,0,0,617
641,Marylebone                    ,7090,Heathrow Express T123         ,0,19,0,0,0,0,19
641,Marylebone                    ,3054,High Wycombe                  ,84,950,409,289,155,21,1908
641,Marylebone                    ,6979,Homerton                      ,0,0,5,0,0,0,5
641,Marylebone                    ,4508,Kings Sutton                  ,2,32,0,0,0,0,34
641,Marylebone                    ,4597,Leamington Spa                ,0,41,265,200,21,39,567
641,Marylebone                    ,5281,London Road (Brighton)        ,1,9,0,0,0,0,10
641,Marylebone                    ,3074,Newbury                       ,0,0,0,0,0,0,0
641,Marylebone                    ,1478,Northolt Park                 ,24,185,5,34,0,18,266
641,Marylebone                    ,0,Not stated                    ,6,146,173,1,5,0,330
641,Marylebone                    ,3055,Princes Risborough            ,6,257,87,149,1,1,502
641,Marylebone                    ,4606,Rowley Regis                  ,0,10,0,0,0,0,10
641,Marylebone                    ,3056,Saunderton                    ,0,0,12,0,0,0,12
641,Marylebone                    ,3061,Seer Green                    ,10,22,4,61,0,0,98
641,Marylebone                    ,4527,Solihull                      ,0,24,63,137,1,0,226
641,Marylebone                    ,1467,Stoke Mandeville              ,20,135,159,0,0,0,314
641,Marylebone                    ,4646,Stourbridge Junction          ,0,0,6,0,0,0,6
641,Marylebone                    ,4558,Stratford-Upon-Avon           ,0,0,4,0,38,49,91
641,Marylebone                    ,1483,Sudbury & Harrow Road         ,0,26,0,2,0,0,27
641,Marylebone                    ,1484,Sudbury Hill (Harrow)         ,3,80,131,75,1,0,290
641,Marylebone                    ,5388,Thornton Heath                ,0,0,0,0,2,0,2
641,Marylebone                    ,4600,Warwick                       ,0,1,0,0,0,0,1
641,Marylebone                    ,8530,Warwick Parkway               ,2,171,48,40,29,0,289
641,Marylebone                    ,1121,Water Orton                   ,1,5,0,0,0,0,6
641,Marylebone                    ,1509,Wembley Stadium               ,6,41,158,140,0,0,346
641,Marylebone                    ,1466,Wendover                      ,9,101,17,0,0,3,130
645,Moorgate                      ,6025,Alexandra Palace              ,0,31,17,21,20,0,88
645,Moorgate                      ,5666,Ascot                         ,0,0,0,21,0,0,21
645,Moorgate                      ,3047,Beaconsfield                  ,0,0,0,0,0,0,0
645,Moorgate                      ,1510,Bedford St Johns              ,0,3,0,0,0,0,3
645,Moorgate                      ,6871,Billericay                    ,0,0,1,13,0,0,14
645,Moorgate                      ,6800,Bishops Stortford             ,0,0,27,0,0,0,28
645,Moorgate                      ,5095,Blackheath                    ,0,0,9,16,0,0,25
645,Moorgate                      ,6027,Bowes Park                    ,0,8,51,19,5,0,82
645,Moorgate                      ,6872,Brentwood                     ,0,0,0,0,0,0,0
645,Moorgate                      ,6074,Brookmans Park                ,0,4,0,0,0,0,4
645,Moorgate                      ,6874,Chadwell Heath                ,0,8,0,0,0,0,8
645,Moorgate                      ,7469,Chalkwell                     ,0,0,0,0,0,0,0
645,Moorgate                      ,5144,Charlton                      ,0,0,0,1,0,0,1
645,Moorgate                      ,6836,Chelmsford                    ,0,2,156,109,0,0,267
645,Moorgate                      ,6914,Chingford                     ,0,0,0,0,0,0,0
645,Moorgate                      ,6926,Clapton                       ,0,0,0,6,0,0,6
645,Moorgate                      ,6861,Colchester                    ,0,0,0,0,0,0,0
645,Moorgate                      ,5408,Coulsdon South                ,0,0,0,0,20,0,20
645,Moorgate                      ,1519,Cricklewood                   ,0,120,0,0,0,0,120
645,Moorgate                      ,6008,Cuffley                       ,0,40,0,232,0,0,271
645,Moorgate                      ,1443,Dalston Junction              ,0,0,0,4,0,0,4
645,Moorgate                      ,7877,Darlington                    ,0,0,0,0,0,0,0
645,Moorgate                      ,3030,Didcot Parkway                ,0,0,0,72,0,0,72
645,Moorgate                      ,6000,Drayton Park                  ,0,24,141,7,14,0,186
645,Moorgate                      ,5355,East Croydon                  ,0,27,0,0,0,0,27
645,Moorgate                      ,6941,Edmonton Green                ,0,0,0,0,0,0,0
645,Moorgate                      ,5049,Elmers End                    ,0,0,0,26,0,0,26
645,Moorgate                      ,6010,Enfield Chase                 ,0,284,12,138,15,2,451
645,Moorgate                      ,6815,Enfield Lock                  ,0,0,0,0,0,0,0
645,Moorgate                      ,6004,Essex Road                    ,0,61,0,0,14,0,75
645,Moorgate                      ,6876,Forest Gate                   ,0,0,2,13,0,0,15
645,Moorgate                      ,5363,Gipsy Hill                    ,0,0,0,0,0,2,2
645,Moorgate                      ,6028,Gordon Hill                   ,0,38,0,30,0,0,68
645,Moorgate                      ,6029,Grange Park                   ,0,31,0,32,7,3,74
645,Moorgate                      ,6867,Hackney Downs                 ,0,0,0,13,0,0,13
645,Moorgate                      ,6075,Hadley Wood                   ,0,12,0,6,5,0,23
645,Moorgate                      ,6827,Harlow Town                   ,0,0,1,0,0,0,1
645,Moorgate                      ,6879,Harold Wood                   ,0,0,2,0,0,0,2
645,Moorgate                      ,1543,Harpenden                     ,0,0,0,7,1,0,8
645,Moorgate                      ,6012,Harringay                     ,0,184,31,14,79,0,308
645,Moorgate                      ,6070,Hatfield                      ,0,30,28,0,22,9,89
645,Moorgate                      ,5066,Herne Hill                    ,0,0,0,0,0,0,0
645,Moorgate                      ,6085,Hertford North                ,0,22,66,41,8,9,145
645,Moorgate                      ,5236,Hildenborough                 ,0,0,0,0,0,0,0
645,Moorgate                      ,6086,Hitchin                       ,0,31,0,0,0,0,31
645,Moorgate                      ,6880,Hockley (Essex)               ,0,1,0,0,0,0,1
645,Moorgate                      ,6979,Homerton                      ,0,0,0,1,0,0,1
645,Moorgate                      ,6015,Hornsey                       ,0,75,10,132,61,0,278
645,Moorgate                      ,6108,Huntingdon                    ,0,0,0,5,0,0,5
645,Moorgate                      ,6881,Ilford                        ,0,0,0,0,0,0,0
645,Moorgate                      ,6882,Ingatestone                   ,0,0,0,0,0,0,0
645,Moorgate                      ,7217,Ipswich                       ,0,0,16,0,0,0,16
645,Moorgate                      ,6838,Kelvedon                      ,0,0,0,5,0,0,5
645,Moorgate                      ,6121,Kings Cross Br                ,0,0,0,0,0,0,0
645,Moorgate                      ,6088,Knebworth                     ,0,81,0,0,0,0,81
645,Moorgate                      ,6089,Letchworth                    ,0,2,0,0,0,0,2
645,Moorgate                      ,6965,Liverpool Street (London) Br  ,0,1,0,0,0,0,1
645,Moorgate                      ,5148,London Bridge Br              ,0,0,2,0,0,0,2
645,Moorgate                      ,1570,Luton Airport Parkway         ,0,0,0,0,5,0,5
645,Moorgate                      ,6856,Manningtree                   ,0,0,0,14,0,0,14
645,Moorgate                      ,6863,Marks Tey                     ,0,0,0,0,0,0,0
645,Moorgate                      ,6970,Maryland                      ,0,0,0,0,0,0,0
645,Moorgate                      ,5149,Maze Hill                     ,0,0,0,48,0,0,48
645,Moorgate                      ,6018,New Barnet                    ,3,104,14,73,42,0,236
645,Moorgate                      ,6019,New Southgate                 ,0,23,27,10,15,0,75
645,Moorgate                      ,7039,Newport (Essex)               ,0,0,0,0,0,0,0
645,Moorgate                      ,1069,Northampton                   ,0,0,0,0,0,0,0
645,Moorgate                      ,7309,Norwich                       ,0,0,0,8,0,0,8
645,Moorgate                      ,5376,Norwood Junction              ,0,0,0,1,0,0,1
645,Moorgate                      ,0,Not stated                    ,1,286,569,797,278,45,1976
645,Moorgate                      ,6020,Oakleigh Park                 ,2,49,26,197,106,57,437
645,Moorgate                      ,5122,Orpington                     ,0,0,0,38,0,0,38
645,Moorgate                      ,9999,Other - Outside NSE           ,2,22,1,0,0,0,25
645,Moorgate                      ,6021,Palmers Green                 ,0,92,60,35,112,5,305
645,Moorgate                      ,5208,Plumstead                     ,0,0,0,0,0,0,0
645,Moorgate                      ,6022,Potters Bar                   ,0,13,15,7,0,0,34
645,Moorgate                      ,2753,Preston                       ,0,0,0,0,0,0,0
645,Moorgate                      ,1546,Radlett                       ,0,0,0,0,0,0,0
645,Moorgate                      ,6884,Rayleigh                      ,0,0,0,0,0,0,0
645,Moorgate                      ,5432,Riddlesdown                   ,0,0,0,0,0,0,0
645,Moorgate                      ,6886,Romford                       ,0,0,4,0,7,11,22
645,Moorgate                      ,6829,Roydon                        ,0,0,0,0,0,0,0
645,Moorgate                      ,6893,Seven Kings                   ,0,0,0,0,0,0,0
645,Moorgate                      ,6888,Shenfield                     ,0,1,0,0,0,0,1
645,Moorgate                      ,6947,Southbury                     ,0,0,67,0,0,0,67
645,Moorgate                      ,7420,Southend Victoria             ,0,0,1,0,0,0,1
645,Moorgate                      ,6833,Stansted Mountfitchet         ,0,0,0,5,9,0,14
645,Moorgate                      ,6092,Stevenage                     ,0,2,4,0,11,0,17
645,Moorgate                      ,7355,Stowmarket                    ,0,0,0,0,0,0,0
645,Moorgate                      ,5437,Sydenham                      ,0,5,0,0,0,0,5
645,Moorgate                      ,5230,Tunbridge Wells Central       ,0,0,0,152,0,0,152
645,Moorgate                      ,5394,Wallington                    ,0,0,0,0,0,0,0
645,Moorgate                      ,6823,Waltham Cross                 ,0,11,0,0,0,0,11
645,Moorgate                      ,3158,Wargrave                      ,0,0,0,12,0,0,12
645,Moorgate                      ,6095,Watton-At-Stone               ,0,0,0,0,9,0,9
645,Moorgate                      ,6073,Welham Green                  ,0,29,0,28,45,0,103
645,Moorgate                      ,6183,Welwyn Garden City            ,0,34,0,6,10,0,50
645,Moorgate                      ,6096,Welwyn North                  ,0,0,39,0,0,0,39
645,Moorgate                      ,1421,West Hampstead - NR           ,0,0,0,0,0,0,0
645,Moorgate                      ,1525,West Hampstead Thameslink     ,0,0,82,0,0,0,82
645,Moorgate                      ,5151,Westcombe Park                ,0,0,3,0,0,0,3
645,Moorgate                      ,5577,Weybridge                     ,0,0,0,37,0,0,37
645,Moorgate                      ,7047,Whittlesford                  ,0,0,0,7,0,0,7
645,Moorgate                      ,6891,Wickford                      ,0,0,2,11,0,0,13
645,Moorgate                      ,6024,Winchmore Hill                ,0,40,72,30,15,26,183
645,Moorgate                      ,6844,Witham                        ,0,0,0,24,0,0,24
645,Moorgate                      ,6892,Woodham Ferrers               ,0,0,0,0,0,0,0
653,North Acton                   ,5064,Bromley South                 ,0,0,4,0,0,0,4
653,North Acton                   ,1437,Brondesbury                   ,0,25,0,0,0,0,25
653,North Acton                   ,0,Not stated                    ,0,0,0,0,21,0,21
653,North Acton                   ,5433,Sanderstead                   ,0,8,0,0,0,0,8
653,North Acton                   ,3187,Southall                      ,0,0,0,25,0,0,25
659,North Wembley                 ,0,Not stated                    ,16,8,6,0,0,0,30
660,Northwick Park                ,5047,Catford Bridge                ,0,0,0,0,0,0,0
660,Northwick Park                ,5595,Clapham Junction              ,0,0,0,78,0,0,78
660,Northwick Park                ,1448,Kensal Rise                   ,0,0,0,13,0,0,13
660,Northwick Park                ,6092,Stevenage                     ,0,0,0,62,0,0,62
660,Northwick Park                ,5384,Streatham Common              ,0,0,0,0,0,0,1
660,Northwick Park                ,1402,Watford Junction              ,0,0,0,6,0,0,6
660,Northwick Park                ,5128,Welling                       ,0,13,0,0,0,0,13
665,Old Street                    ,6025,Alexandra Palace              ,0,69,233,265,0,0,567
665,Old Street                    ,6171,Arlesey                       ,3,12,0,0,0,0,16
665,Old Street                    ,6170,Biggleswade                   ,0,0,6,0,0,0,6
665,Old Street                    ,6027,Bowes Park                    ,0,122,0,0,0,0,122
665,Old Street                    ,6074,Brookmans Park                ,0,44,0,0,0,0,44
665,Old Street                    ,6836,Chelmsford                    ,0,0,35,0,0,0,35
665,Old Street                    ,6008,Cuffley                       ,12,17,0,0,0,0,29
665,Old Street                    ,5145,Deptford                      ,0,36,0,0,0,0,36
665,Old Street                    ,6000,Drayton Park                  ,0,89,2,8,0,0,99
665,Old Street                    ,6010,Enfield Chase                 ,0,68,21,82,0,0,171
665,Old Street                    ,6004,Essex Road                    ,0,18,0,0,0,0,18
665,Old Street                    ,1444,Euston Br                     ,0,0,0,0,10,0,10
665,Old Street                    ,1445,Finchley Road & Frognal       ,0,0,69,0,0,0,69
665,Old Street                    ,5362,Forest Hill                   ,0,7,0,0,0,0,7
665,Old Street                    ,6028,Gordon Hill                   ,0,167,0,2,0,0,169
665,Old Street                    ,6029,Grange Park                   ,0,10,0,0,0,0,10
665,Old Street                    ,6012,Harringay                     ,0,55,31,0,0,0,86
665,Old Street                    ,6085,Hertford North                ,1,95,0,4,0,0,100
665,Old Street                    ,6086,Hitchin                       ,0,89,0,0,0,0,89
665,Old Street                    ,6979,Homerton                      ,0,9,0,8,0,0,17
665,Old Street                    ,6015,Hornsey                       ,0,144,28,0,0,0,173
665,Old Street                    ,5148,London Bridge Br              ,0,0,0,21,55,0,76
665,Old Street                    ,6018,New Barnet                    ,13,96,11,67,0,0,187
665,Old Street                    ,6019,New Southgate                 ,0,14,11,84,0,0,108
665,Old Street                    ,0,Not stated                    ,22,140,34,122,1,0,320
665,Old Street                    ,6020,Oakleigh Park                 ,57,156,1,0,0,0,214
665,Old Street                    ,9999,Other - Outside NSE           ,12,336,57,19,0,0,424
665,Old Street                    ,5377,Oxted                         ,0,0,1,0,0,0,1
665,Old Street                    ,6021,Palmers Green                 ,3,116,10,0,0,0,129
665,Old Street                    ,5423,Peckham Rye                   ,0,0,6,0,0,0,6
665,Old Street                    ,6022,Potters Bar                   ,8,168,38,0,0,0,214
665,Old Street                    ,1548,St Albans City                ,0,0,55,0,0,0,55
665,Old Street                    ,1555,St Pancras London             ,0,0,5,0,0,0,5
665,Old Street                    ,6092,Stevenage                     ,7,10,0,0,0,0,17
665,Old Street                    ,1314,Stoke-on-Trent                ,0,0,9,0,0,0,9
665,Old Street                    ,5607,Strawberry Hill               ,0,0,0,50,0,0,50
665,Old Street                    ,5383,Streatham                     ,4,3,0,0,0,0,7
665,Old Street                    ,5388,Thornton Heath                ,0,46,0,0,0,0,46
665,Old Street                    ,5230,Tunbridge Wells Central       ,0,6,0,0,0,0,6
665,Old Street                    ,3155,Twyford                       ,0,0,3,0,0,0,3
665,Old Street                    ,6073,Welham Green                  ,0,59,0,0,0,0,59
665,Old Street                    ,6183,Welwyn Garden City            ,0,0,0,18,0,0,18
665,Old Street                    ,6096,Welwyn North                  ,20,7,0,0,0,0,27
665,Old Street                    ,6024,Winchmore Hill                ,1,133,66,0,0,0,201
670,Paddington                    ,3602,Abergavenny                   ,0,16,60,0,7,0,82
670,Paddington                    ,2287,Acton Bridge (Cheshire)       ,0,0,0,0,0,0,0
670,Paddington                    ,3000,Acton Main Line               ,0,77,5,0,1,0,83
670,Paddington                    ,3145,Aldermaston                   ,0,1,0,0,0,0,1
670,Paddington                    ,5623,Aldershot                     ,0,0,0,1,0,0,1
670,Paddington                    ,3109,Appleford                     ,5,7,0,0,0,0,13
670,Paddington                    ,4502,Banbury                       ,0,0,0,0,0,0,0
670,Paddington                    ,5725,Barnstaple                    ,0,0,0,85,0,0,85
670,Paddington                    ,3807,Barry Island                  ,0,0,19,0,0,0,19
670,Paddington                    ,3271,Bath Spa                      ,26,222,811,268,181,6,1514
670,Paddington                    ,3070,Bedwyn                        ,0,112,29,208,0,0,349
670,Paddington                    ,5211,Bexhill                       ,0,0,21,0,0,0,21
670,Paddington                    ,5093,Bexley                        ,0,0,3,0,0,0,3
670,Paddington                    ,3048,Bicester North                ,0,0,27,0,0,0,27
670,Paddington                    ,1127,Birmingham New Street         ,0,1,46,0,0,0,48
670,Paddington                    ,5625,Blackwater                    ,0,0,1,2,0,0,3
670,Paddington                    ,3501,Bodmin Parkway                ,0,5,17,2,0,0,25
670,Paddington                    ,3018,Bourne End                    ,0,4,57,0,3,0,65
670,Paddington                    ,5876,Bournemouth                   ,0,0,0,0,0,0,0
670,Paddington                    ,3341,Bradford-on-Avon              ,0,4,1,0,0,0,5
670,Paddington                    ,5500,Bramley                       ,0,54,18,0,0,0,72
670,Paddington                    ,3809,Bridgend                      ,0,14,1,0,0,0,16
670,Paddington                    ,3449,Bridgwater                    ,0,0,7,0,0,0,7
670,Paddington                    ,5268,Brighton                      ,0,0,0,0,1,0,1
670,Paddington                    ,3216,Bristol Bath Road             ,0,0,13,0,1,0,15
670,Paddington                    ,3230,Bristol Parkway               ,28,579,239,133,68,0,1046
670,Paddington                    ,3231,Bristol Temple Meads          ,20,349,435,289,417,47,1557
670,Paddington                    ,5081,Brixton Br                    ,0,0,0,0,48,0,48
670,Paddington                    ,5096,Bromley North                 ,0,3,0,0,0,0,3
670,Paddington                    ,7290,Buckenham                     ,0,1,0,0,0,0,1
670,Paddington                    ,3176,Burnham                       ,32,231,114,73,19,0,470
670,Paddington                    ,3680,Caldicot                      ,0,0,0,0,0,0,0
670,Paddington                    ,1441,Canonbury                     ,0,0,0,0,0,0,0
670,Paddington                    ,3899,Cardiff Central               ,0,107,329,55,72,23,585
670,Paddington                    ,9969,Cardross                      ,0,1,0,0,0,0,1
670,Paddington                    ,4068,Carmarthen                    ,0,0,0,7,1,0,8
670,Paddington                    ,3098,Castle Bar Park               ,3,140,0,0,3,0,146
670,Paddington                    ,5703,Castle Cary                   ,0,31,3,17,0,0,52
670,Paddington                    ,5143,Charing Cross Br              ,0,0,0,0,1,0,1
670,Paddington                    ,3004,Charlbury                     ,0,172,17,6,0,0,195
670,Paddington                    ,4731,Cheltenham Spa                ,0,58,95,38,40,0,230
670,Paddington                    ,3774,Chepstow                      ,0,26,0,0,0,0,26
670,Paddington                    ,3267,Chippenham                    ,21,292,148,25,0,0,487
670,Paddington                    ,3031,Cholsey & Moulsford           ,0,48,18,0,0,0,65
670,Paddington                    ,5121,City Thameslink               ,0,0,0,0,0,0,0
670,Paddington                    ,3202,Clifton Down                  ,0,0,0,182,0,0,182
670,Paddington                    ,4876,Colwall                       ,0,13,2,0,0,0,14
670,Paddington                    ,3019,Cookham                       ,0,7,34,0,0,0,41
670,Paddington                    ,3634,Craven Arms                   ,0,0,0,0,0,0,0
670,Paddington                    ,5484,Crawley                       ,0,0,0,0,5,0,5
670,Paddington                    ,5628,Crowthorne                    ,26,68,0,0,0,0,95
670,Paddington                    ,3107,Culham                        ,0,0,64,0,0,0,64
670,Paddington                    ,3408,Dawlish                       ,0,0,6,76,0,0,82
