 RODS report3 created at 13:27:47 on 29-03-2017,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,
Originating National Rail/DLR stations,,,,,,,,,,
,,,,Early     ,AM peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,Weekday
All arrivals at,,from NR/DLR Origin,, - 7am ,7am-10am,10am-4pm,4pm-7pm ,7pm-10pm,10pm+,total
570,Elephant & Castle             ,5267,Angmering                     ,0,0,3,0,0,0,3
570,Elephant & Castle             ,5133,Barming                       ,0,13,0,0,0,0,13
570,Elephant & Castle             ,5091,Bearstead                     ,1,3,0,0,0,0,4
570,Elephant & Castle             ,5076,Beckenham Hill                ,6,33,0,15,0,0,55
570,Elephant & Castle             ,5046,Beckenham Junction            ,0,47,0,0,0,0,47
570,Elephant & Castle             ,5062,Bellingham                    ,2,94,4,11,0,0,111
570,Elephant & Castle             ,5063,Bickley                       ,0,7,0,0,0,0,7
570,Elephant & Castle             ,5112,Blackfriars - NR              ,0,0,0,5,4,0,9
570,Elephant & Castle             ,3216,Bristol Bath Road             ,0,3,0,0,0,0,3
570,Elephant & Castle             ,5064,Bromley South                 ,0,66,0,0,0,0,67
570,Elephant & Castle             ,5405,Carshalton                    ,0,0,0,34,0,0,34
570,Elephant & Castle             ,5077,Catford                       ,0,42,22,3,35,0,103
570,Elephant & Castle             ,5047,Catford Bridge                ,0,10,0,0,0,2,12
570,Elephant & Castle             ,6836,Chelmsford                    ,0,0,50,0,0,0,50
570,Elephant & Castle             ,5121,City Thameslink               ,0,0,0,0,12,0,12
570,Elephant & Castle             ,5078,Crofton Park                  ,13,110,0,20,0,0,143
570,Elephant & Castle             ,3052,Denham                        ,0,0,0,23,0,0,23
570,Elephant & Castle             ,5421,Denmark Hill                  ,0,62,73,55,0,0,190
570,Elephant & Castle             ,5584,Earlsfield                    ,0,40,0,0,0,0,40
570,Elephant & Castle             ,5355,East Croydon                  ,0,0,0,0,26,0,26
570,Elephant & Castle             ,1542,Elstree & Borehamwood         ,0,0,0,0,20,0,20
570,Elephant & Castle             ,5065,Eynsford                      ,0,4,0,0,0,0,4
570,Elephant & Castle             ,6876,Forest Gate                   ,0,0,0,30,0,0,30
570,Elephant & Castle             ,6028,Gordon Hill                   ,0,0,65,0,0,0,65
570,Elephant & Castle             ,5139,Grove Park                    ,3,9,0,0,0,0,12
570,Elephant & Castle             ,5289,Haydons Road                  ,0,2,0,0,0,0,2
570,Elephant & Castle             ,5066,Herne Hill                    ,81,322,81,113,0,0,597
570,Elephant & Castle             ,6979,Homerton                      ,0,0,0,0,38,0,38
570,Elephant & Castle             ,6881,Ilford                        ,0,14,0,0,0,0,14
570,Elephant & Castle             ,5080,Kent House                    ,0,8,0,0,0,0,8
570,Elephant & Castle             ,5108,Kidbrooke                     ,0,0,0,2,0,0,2
570,Elephant & Castle             ,6089,Letchworth                    ,0,0,1,0,0,0,1
570,Elephant & Castle             ,5051,Lewisham - NR                 ,0,6,1,0,0,0,6
570,Elephant & Castle             ,1291,Lichfield Trent Valley - Low  ,0,0,8,0,0,0,8
570,Elephant & Castle             ,5114,Longfield                     ,0,10,0,0,0,0,10
570,Elephant & Castle             ,5082,Loughborough Junction         ,0,40,34,0,0,0,74
570,Elephant & Castle             ,1536,Luton                         ,0,15,0,3,0,0,18
570,Elephant & Castle             ,6970,Maryland                      ,0,2,0,0,0,0,2
570,Elephant & Castle             ,5374,Mitcham                       ,0,0,32,0,0,0,32
570,Elephant & Castle             ,5427,Mitcham Junction              ,0,0,0,10,0,0,10
570,Elephant & Castle             ,5567,New Malden                    ,0,0,0,0,0,0,0
570,Elephant & Castle             ,5428,Norbury                       ,0,0,113,0,0,0,113
570,Elephant & Castle             ,1069,Northampton                   ,0,0,7,0,0,0,7
570,Elephant & Castle             ,0,Not stated                    ,0,19,88,86,14,0,208
570,Elephant & Castle             ,5068,Nunhead                       ,0,47,21,0,5,0,73
570,Elephant & Castle             ,6020,Oakleigh Park                 ,25,23,0,0,0,0,48
570,Elephant & Castle             ,5071,Otford                        ,0,3,0,0,0,0,3
570,Elephant & Castle             ,5423,Peckham Rye                   ,0,45,0,0,0,0,45
570,Elephant & Castle             ,5072,Penge East                    ,0,1,0,0,0,0,1
570,Elephant & Castle             ,5379,Purley                        ,0,0,21,0,0,0,21
570,Elephant & Castle             ,1546,Radlett                       ,0,0,0,8,0,0,8
570,Elephant & Castle             ,5083,Ravensbourne                  ,22,89,0,0,0,0,112
570,Elephant & Castle             ,5084,Shortlands                    ,5,34,13,0,0,0,52
570,Elephant & Castle             ,5425,South Bermondsey              ,0,1,0,0,0,0,1
570,Elephant & Castle             ,3187,Southall                      ,0,60,0,0,5,0,65
570,Elephant & Castle             ,5073,St Mary Cray                  ,1,11,0,0,0,0,12
570,Elephant & Castle             ,6092,Stevenage                     ,0,1,0,0,0,0,1
570,Elephant & Castle             ,6934,Stoke Newington               ,0,0,14,0,0,0,14
570,Elephant & Castle             ,5383,Streatham                     ,0,74,36,11,0,0,121
570,Elephant & Castle             ,5385,Sutton                        ,0,0,0,2,0,0,2
570,Elephant & Castle             ,5075,Swanley                       ,0,75,0,0,0,0,75
570,Elephant & Castle             ,5085,Sydenham Hill                 ,0,129,0,0,0,0,129
570,Elephant & Castle             ,5390,Tulse Hill                    ,0,8,81,0,0,0,89
570,Elephant & Castle             ,3155,Twyford                       ,0,0,0,0,0,0,0
570,Elephant & Castle             ,5598,Waterloo London Br            ,0,7,0,0,0,0,7
570,Elephant & Castle             ,5411,West Croydon                  ,0,0,0,22,0,0,22
570,Elephant & Castle             ,3174,West Drayton                  ,0,2,0,0,0,0,2
570,Elephant & Castle             ,5086,West Dulwich                  ,35,36,0,0,0,0,71
570,Elephant & Castle             ,5129,West Malling                  ,0,5,0,0,0,0,5
570,Elephant & Castle             ,5438,West Norwood                  ,0,0,13,0,0,0,13
570,Elephant & Castle             ,5578,Wimbledon - NR                ,0,16,0,0,0,0,16
570,Elephant & Castle             ,5612,Wimbledon Chase               ,0,4,0,4,0,0,8
542,Embankment                    ,5131,Abbey Wood                    ,0,11,5,0,0,0,16
542,Embankment                    ,5132,Albany Park                   ,12,74,0,0,0,0,86
542,Embankment                    ,5466,Ashford International         ,2,15,0,0,0,0,17
542,Embankment                    ,5004,Ashford Kent                  ,0,7,0,0,0,0,7
542,Embankment                    ,5089,Barnehurst                    ,4,24,1,0,0,0,29
542,Embankment                    ,5215,Battle                        ,0,2,0,0,0,0,2
542,Embankment                    ,5092,Belvedere                     ,0,0,0,0,0,0,0
542,Embankment                    ,5093,Bexley                        ,5,12,0,0,0,0,17
542,Embankment                    ,5094,Bexleyheath                   ,0,15,0,0,0,0,15
542,Embankment                    ,1127,Birmingham New Street         ,0,0,21,0,0,0,21
542,Embankment                    ,5095,Blackheath                    ,0,36,5,0,0,0,41
542,Embankment                    ,5404,Brockley                      ,0,97,0,0,0,0,97
542,Embankment                    ,5064,Bromley South                 ,0,0,29,0,0,0,29
542,Embankment                    ,7022,Cambridge                     ,0,0,0,98,0,0,98
542,Embankment                    ,5047,Catford Bridge                ,17,130,0,0,0,0,147
542,Embankment                    ,5143,Charing Cross Br              ,38,208,20,0,22,0,289
542,Embankment                    ,5144,Charlton                      ,9,66,45,0,0,0,120
542,Embankment                    ,5098,Chelsfield                    ,0,19,0,0,0,0,19
542,Embankment                    ,5099,Chislehurst                   ,0,0,8,0,0,0,8
542,Embankment                    ,5048,Clock House                   ,0,12,0,0,0,0,12
542,Embankment                    ,5100,Crayford                      ,0,0,43,0,0,0,43
542,Embankment                    ,5101,Dartford                      ,12,89,18,0,0,0,119
542,Embankment                    ,5357,Dorking                       ,0,0,0,0,0,0,0
542,Embankment                    ,5355,East Croydon                  ,0,0,27,0,0,13,39
542,Embankment                    ,5056,Eden Park                     ,0,12,0,15,0,0,26
542,Embankment                    ,5049,Elmers End                    ,0,7,0,0,0,0,7
542,Embankment                    ,5135,Elmstead Woods                ,0,48,0,0,0,0,48
542,Embankment                    ,5103,Eltham                        ,0,37,6,0,0,0,44
542,Embankment                    ,7068,Ely                           ,0,0,0,0,14,0,14
542,Embankment                    ,5360,Epsom                         ,0,0,14,0,0,0,14
542,Embankment                    ,5104,Erith                         ,0,7,0,0,0,0,7
542,Embankment                    ,5217,Etchingham                    ,0,0,0,0,0,0,0
542,Embankment                    ,5137,Falconwood                    ,13,26,0,0,0,0,38
542,Embankment                    ,5643,Farncombe                     ,0,0,0,0,0,0,1
542,Embankment                    ,5559,Feltham                       ,0,0,0,0,0,0,0
542,Embankment                    ,5522,Fleet                         ,0,23,0,0,0,0,23
542,Embankment                    ,5035,Folkestone Central            ,0,0,8,0,0,0,8
542,Embankment                    ,5027,Folkestone West               ,0,1,97,0,0,0,98
542,Embankment                    ,6876,Forest Gate                   ,0,0,0,0,0,0,0
542,Embankment                    ,5218,Frant                         ,0,0,0,0,0,0,0
542,Embankment                    ,6877,Gidea Park                    ,0,0,0,0,0,0,0
542,Embankment                    ,5172,Gravesend                     ,0,11,43,24,0,0,77
542,Embankment                    ,5138,Greenhithe                    ,0,3,0,0,0,0,3
542,Embankment                    ,5146,Greenwich                     ,0,12,0,0,0,0,12
542,Embankment                    ,5139,Grove Park                    ,20,93,102,0,0,0,216
542,Embankment                    ,5631,Guildford                     ,0,0,32,24,0,0,56
542,Embankment                    ,5561,Hampton Court                 ,0,0,53,0,0,0,53
542,Embankment                    ,6827,Harlow Town                   ,0,0,26,0,0,0,26
542,Embankment                    ,6879,Harold Wood                   ,0,0,6,1,0,0,7
542,Embankment                    ,5219,Hastings                      ,0,0,0,20,0,0,20
542,Embankment                    ,5490,Haywards Heath                ,0,4,0,0,0,0,4
542,Embankment                    ,5220,Headcorn                      ,0,0,26,0,0,0,26
542,Embankment                    ,5174,Herne Bay                     ,12,56,0,0,0,0,68
542,Embankment                    ,5235,High Brooms                   ,0,13,0,0,0,0,13
542,Embankment                    ,5202,Higham                        ,0,0,0,0,0,0,0
542,Embankment                    ,5236,Hildenborough                 ,0,16,0,0,0,0,16
542,Embankment                    ,5107,Hither Green                  ,1,118,36,18,0,0,173
542,Embankment                    ,5563,Hounslow                      ,0,0,0,0,0,0,0
542,Embankment                    ,5592,Isleworth                     ,0,0,0,0,0,0,0
542,Embankment                    ,5108,Kidbrooke                     ,29,33,0,0,0,0,61
542,Embankment                    ,6121,Kings Cross Br                ,0,2,0,0,0,0,2
542,Embankment                    ,5109,Knockholt                     ,0,32,0,0,0,0,32
542,Embankment                    ,5057,Ladywell                      ,6,111,0,0,0,0,117
542,Embankment                    ,5110,Lee                           ,0,120,1,0,0,0,121
542,Embankment                    ,5051,Lewisham - NR                 ,0,37,29,0,27,0,92
542,Embankment                    ,5148,London Bridge Br              ,0,0,0,26,0,0,26
542,Embankment                    ,6966,London Fields                 ,0,1,0,0,0,0,1
542,Embankment                    ,5632,London Road (Guildford)       ,0,0,0,0,0,0,0
542,Embankment                    ,5053,Lower Sydenham                ,0,0,0,0,0,0,0
542,Embankment                    ,1570,Luton Airport Parkway         ,0,0,0,0,5,3,8
542,Embankment                    ,5223,Marden                        ,0,6,0,0,0,0,6
542,Embankment                    ,5149,Maze Hill                     ,0,4,0,0,0,0,4
542,Embankment                    ,1378,Milton Keynes Cent            ,0,0,0,8,0,0,8
542,Embankment                    ,5118,Mottingham                    ,0,0,22,0,0,0,23
542,Embankment                    ,5058,New Beckenham                 ,0,0,0,0,0,0,0
542,Embankment                    ,5119,New Eltham                    ,37,218,28,2,0,0,286
542,Embankment                    ,5567,New Malden                    ,0,0,0,0,0,0,0
542,Embankment                    ,5429,North Dulwich                 ,0,0,0,0,0,0,0
542,Embankment                    ,5120,Northfleet                    ,0,0,0,0,0,0,0
542,Embankment                    ,0,Not stated                    ,0,130,80,0,0,40,249
542,Embankment                    ,1826,Nottingham                    ,0,0,0,0,0,0,0
542,Embankment                    ,5122,Orpington                     ,12,54,77,4,1,0,148
542,Embankment                    ,5224,Paddock Wood                  ,0,12,0,0,0,0,12
542,Embankment                    ,5657,Petersfield                   ,0,0,0,0,0,0,0
542,Embankment                    ,5123,Petts Wood                    ,0,15,4,0,0,0,19
542,Embankment                    ,5225,Pluckley                      ,2,10,0,0,0,0,12
542,Embankment                    ,5208,Plumstead                     ,18,17,0,0,0,0,35
542,Embankment                    ,5603,Putney                        ,0,21,0,0,17,0,38
542,Embankment                    ,7454,Rainham Essex                 ,12,20,0,0,0,0,32
542,Embankment                    ,5177,Rainham Kent                  ,0,0,32,0,0,0,32
542,Embankment                    ,5124,Sevenoaks                     ,14,65,30,0,0,0,109
542,Embankment                    ,5929,Shawford                      ,0,0,16,0,0,0,16
542,Embankment                    ,6888,Shenfield                     ,0,0,0,5,0,0,5
542,Embankment                    ,5125,Sidcup                        ,0,49,18,5,0,0,73
542,Embankment                    ,5154,Slade Green                   ,0,3,0,0,0,0,3
542,Embankment                    ,3172,Slough                        ,0,1,0,0,0,0,1
542,Embankment                    ,5059,St Johns                      ,0,0,0,0,0,0,0
542,Embankment                    ,5239,St Leonards Warr Sq           ,0,0,1,0,0,0,1
542,Embankment                    ,5604,St Margarets (Twickenham)     ,0,0,18,1,0,0,19
542,Embankment                    ,5228,Staplehurst                   ,12,42,2,0,0,0,56
542,Embankment                    ,5240,Stonegate                     ,0,13,0,0,0,0,13
542,Embankment                    ,5155,Sundridge Park                ,0,4,0,0,0,0,4
542,Embankment                    ,5571,Surbiton                      ,0,0,0,0,0,0,0
542,Embankment                    ,5156,Swanscombe                    ,0,5,0,0,0,0,5
542,Embankment                    ,5609,Syon Lane                     ,0,0,0,63,0,0,63
542,Embankment                    ,5491,Three Bridges                 ,0,0,0,0,0,5,5
542,Embankment                    ,5229,Tonbridge                     ,5,37,7,0,0,0,49
542,Embankment                    ,5389,Tooting                       ,0,0,0,0,1,0,1
542,Embankment                    ,5230,Tunbridge Wells Central       ,18,16,37,0,0,0,71
542,Embankment                    ,5574,Twickenham                    ,0,53,0,0,0,0,53
542,Embankment                    ,5391,Upper Warlingham              ,0,0,49,0,0,0,49
542,Embankment                    ,5597,Vauxhall - NR                 ,0,0,0,2,0,0,2
542,Embankment                    ,5426,Victoria Br London            ,0,0,0,11,0,0,11
542,Embankment                    ,5231,Wadhurst                      ,0,80,48,0,0,0,128
542,Embankment                    ,5575,Walton On Thames              ,0,0,0,0,0,0,0
542,Embankment                    ,1085,Wapping                       ,0,0,0,58,0,0,58
542,Embankment                    ,5598,Waterloo London Br            ,0,14,58,0,14,0,86
542,Embankment                    ,5128,Welling                       ,4,41,0,0,0,0,45
542,Embankment                    ,5129,West Malling                  ,0,10,0,0,0,0,10
542,Embankment                    ,5242,West St Leonards              ,0,71,0,0,0,0,71
542,Embankment                    ,5054,West Wickham                  ,0,51,0,0,0,0,51
542,Embankment                    ,5151,Westcombe Park                ,0,7,0,0,0,0,7
542,Embankment                    ,5685,Woking                        ,0,0,0,0,0,0,0
542,Embankment                    ,5152,Woolwich Arsenal              ,28,43,0,0,0,0,71
542,Embankment                    ,5153,Woolwich Dockyard             ,0,1,0,0,0,20,22
574,Euston                        ,4303,Aberystwyth                   ,0,0,58,0,0,0,58
574,Euston                        ,4614,Albrighton                    ,0,47,0,0,0,0,47
574,Euston                        ,1223,Alsager                       ,0,0,0,4,0,0,4
574,Euston                        ,1430,Apsley                        ,3,182,108,34,4,0,331
574,Euston                        ,1380,Aspley Guise                  ,0,0,1,0,0,0,1
574,Euston                        ,2471,Bangor                        ,0,0,34,0,8,0,42
574,Euston                        ,5089,Barnehurst                    ,0,0,3,0,0,0,3
574,Euston                        ,1096,Barnt Green                   ,0,14,0,0,0,0,14
574,Euston                        ,1954,Barrow-in-Furness             ,0,5,6,0,0,0,11
574,Euston                        ,3271,Bath Spa                      ,0,0,8,0,0,0,8
574,Euston                        ,1512,Bedford Midland               ,0,17,0,0,0,0,17
574,Euston                        ,1390,Berkhamsted                   ,20,635,639,165,65,1,1525
574,Euston                        ,1045,Berkswell                     ,10,23,0,0,0,0,33
574,Euston                        ,5093,Bexley                        ,0,33,0,0,0,0,33
574,Euston                        ,2352,Birkdale                      ,0,0,3,0,0,0,3
574,Euston                        ,2219,Birkenhead Hamilton Square    ,0,0,1,0,0,0,1
574,Euston                        ,1215,Birmingham International      ,23,425,174,111,4,0,737
574,Euston                        ,1127,Birmingham New Street         ,31,273,700,585,326,66,1981
574,Euston                        ,2737,Blackburn                     ,0,0,0,0,5,0,5
574,Euston                        ,2739,Blackpool North               ,0,0,6,16,4,0,26
574,Euston                        ,1360,Bletchley                     ,3,274,121,123,1,0,522
574,Euston                        ,5253,Bognor Regis                  ,0,0,0,0,15,0,15
574,Euston                        ,2599,Bolton                        ,0,39,0,0,0,0,39
574,Euston                        ,1112,Bournville                    ,0,0,7,39,2,0,48
574,Euston                        ,5268,Brighton                      ,0,2,0,0,0,0,2
574,Euston                        ,4715,Bromsgrove                    ,0,0,0,0,0,0,0
574,Euston                        ,2623,Bury                          ,0,0,2,0,0,0,2
574,Euston                        ,1395,Bushey                        ,50,424,123,52,3,0,651
574,Euston                        ,2946,Buxton                        ,0,22,0,0,0,0,22
574,Euston                        ,3562,Calstock                      ,0,0,0,1,0,0,1
574,Euston                        ,1129,Canley                        ,0,0,16,0,0,0,16
574,Euston                        ,2118,Carlisle                      ,0,1,20,5,6,0,32
574,Euston                        ,2640,Carnforth                     ,0,0,0,39,2,0,41
574,Euston                        ,1442,Carpenders Park               ,8,94,64,52,0,0,218
574,Euston                        ,3098,Castle Bar Park               ,0,0,0,0,0,0,0
574,Euston                        ,1372,Cheddington                   ,0,35,1,0,1,0,36
574,Euston                        ,5098,Chelsfield                    ,0,19,0,0,0,0,19
574,Euston                        ,2412,Chester                       ,0,160,82,111,62,136,550
574,Euston                        ,2745,Chorley                       ,0,0,3,0,0,0,3
574,Euston                        ,4365,Church Stretton               ,0,23,6,0,0,0,28
574,Euston                        ,2451,Colwyn Bay                    ,0,60,1,0,0,0,61
574,Euston                        ,1227,Congleton                     ,0,3,0,0,0,0,3
574,Euston                        ,1030,Coventry                      ,20,449,293,329,10,86,1187
574,Euston                        ,1243,Crewe                         ,0,188,79,11,27,12,318
574,Euston                        ,5101,Dartford                      ,0,0,10,0,0,0,10
574,Euston                        ,1823,Derby                         ,0,12,0,0,0,0,12
574,Euston                        ,9866,Dumbarton Central             ,0,0,4,0,0,0,4
574,Euston                        ,9490,Dumfries                      ,0,0,15,0,0,0,15
574,Euston                        ,5358,East Dulwich                  ,0,0,0,0,62,0,62
574,Euston                        ,9328,Edinburgh                     ,0,1,0,0,0,0,2
574,Euston                        ,6941,Edmonton Green                ,0,82,0,0,0,0,82
574,Euston                        ,1542,Elstree & Borehamwood         ,0,0,12,0,0,0,12
574,Euston                        ,5103,Eltham                        ,0,17,0,0,0,0,17
574,Euston                        ,2513,Flint                         ,0,0,8,0,0,0,8
574,Euston                        ,2786,Flowery Field                 ,0,0,0,0,2,0,2
574,Euston                        ,6876,Forest Gate                   ,0,0,0,0,0,0,0
574,Euston                        ,8827,Fort William                  ,9,77,0,0,0,0,86
574,Euston                        ,1042,Four Oaks                     ,0,13,2,0,0,0,15
574,Euston                        ,2355,Freshfield                    ,0,0,1,0,0,0,1
574,Euston                        ,1559,Garston (Herts)               ,0,14,0,0,0,0,14
574,Euston                        ,9813,Glasgow Central               ,5,58,21,84,70,0,238
574,Euston                        ,9950,Glasgow Queen Street          ,0,0,0,6,0,0,6
574,Euston                        ,1132,Gravelly Hill                 ,0,0,53,0,0,0,53
574,Euston                        ,7443,Grays                         ,2,8,0,0,0,0,9
574,Euston                        ,5139,Grove Park                    ,0,0,0,5,0,0,5
574,Euston                        ,9726,Hamilton Central              ,0,1,0,0,0,0,1
574,Euston                        ,1033,Hampton-in-Arden              ,0,12,0,0,0,0,12
574,Euston                        ,2230,Hartford                      ,0,14,7,0,0,0,21
574,Euston                        ,1398,Hatch End                     ,2,67,6,0,4,4,82
574,Euston                        ,6070,Hatfield                      ,0,0,0,3,0,0,3
574,Euston                        ,1434,Headstone Lane                ,0,2,0,15,0,0,17
574,Euston                        ,9981,Helensburgh Central           ,0,0,112,0,0,0,112
574,Euston                        ,1391,Hemel Hempstead               ,29,295,182,138,17,1,662
574,Euston                        ,5235,High Brooms                   ,0,16,0,0,0,0,16
574,Euston                        ,2437,Holyhead                      ,0,0,58,0,0,0,58
574,Euston                        ,5309,Horsham                       ,0,0,25,0,0,0,25
574,Euston                        ,1563,How Wood                      ,0,1,0,0,0,0,1
574,Euston                        ,8437,Huddersfield                  ,0,0,12,0,0,0,12
574,Euston                        ,8649,Inverness                     ,0,7,0,0,0,0,7
574,Euston                        ,1966,Kents Bank                    ,0,0,1,0,0,0,1
574,Euston                        ,1857,Kettering                     ,0,0,0,0,0,0,0
574,Euston                        ,1415,Kilburn High Road             ,0,55,97,53,0,0,205
574,Euston                        ,1392,Kings Langley                 ,32,249,99,0,56,32,468
574,Euston                        ,1109,Kings Norton                  ,0,0,3,0,0,0,3
574,Euston                        ,9145,Kirkcaldy                     ,0,0,0,0,0,0,1
574,Euston                        ,2848,Knutsford                     ,0,0,0,0,167,0,167
574,Euston                        ,2685,Lancaster                     ,0,18,25,44,131,11,230
574,Euston                        ,2669,Layton                        ,0,0,0,0,1,0,1
574,Euston                        ,5110,Lee                           ,0,0,0,0,0,0,0
574,Euston                        ,1947,Leicester                     ,0,1,25,0,0,0,26
574,Euston                        ,1373,Leighton Buzzard              ,89,730,142,76,0,0,1037
574,Euston                        ,2862,Levenshulme                   ,0,0,12,0,0,0,12
574,Euston                        ,5051,Lewisham - NR                 ,0,0,19,0,0,0,19
574,Euston                        ,1177,Lichfield City                ,0,0,1,18,4,0,23
574,Euston                        ,1292,Lichfield Trent Valley - High ,0,28,12,0,0,0,40
574,Euston                        ,1291,Lichfield Trent Valley - Low  ,0,61,0,0,0,3,64
574,Euston                        ,2242,Liverpool Central             ,0,10,53,4,15,0,81
574,Euston                        ,2270,Liverpool Lime St Low Level   ,0,0,0,0,0,1,1
574,Euston                        ,2246,Liverpool Lime Street         ,0,39,254,48,163,31,535
574,Euston                        ,6965,Liverpool Street (London) Br  ,0,1,0,0,16,0,18
574,Euston                        ,2485,Llandudno Junction            ,0,0,22,21,3,0,46
574,Euston                        ,4421,Llwyngwril                    ,0,0,1,0,0,0,1
574,Euston                        ,9614,Lockerbie                     ,0,0,0,0,0,65,65
574,Euston                        ,1067,Long Buckby                   ,17,54,27,0,0,4,102
574,Euston                        ,2871,Macclesfield                  ,0,35,99,52,3,0,189
574,Euston                        ,4422,Machynlleth                   ,0,0,33,0,2,0,35
574,Euston                        ,2961,Manchester Airport            ,0,0,0,0,0,0,0
574,Euston                        ,2966,Manchester Oxford Road        ,0,0,0,0,17,0,17
574,Euston                        ,2968,Manchester Piccadilly         ,0,160,788,723,544,4,2219
574,Euston                        ,2970,Manchester Victoria           ,0,0,0,0,7,0,7
574,Euston                        ,1727,Mansfield Town                ,0,0,9,0,0,0,9
574,Euston                        ,1851,Melton Mowbray                ,0,2,0,0,0,0,2
574,Euston                        ,1378,Milton Keynes Cent            ,286,1562,1398,788,132,69,4235
574,Euston                        ,5600,Mortlake                      ,0,0,1,0,0,0,1
574,Euston                        ,9691,Motherwell                    ,0,0,0,0,3,0,3
574,Euston                        ,2565,Nelson                        ,0,0,40,0,0,0,40
574,Euston                        ,5345,New Cross Gate                ,0,0,0,24,0,0,24
574,Euston                        ,5567,New Malden                    ,0,30,0,0,0,0,30
574,Euston                        ,5881,New Milton                    ,0,1,0,0,0,0,1
574,Euston                        ,5568,Norbiton                      ,0,2,0,0,0,0,2
574,Euston                        ,5428,Norbury                       ,0,0,7,0,0,0,7
574,Euston                        ,1069,Northampton                   ,122,1036,442,136,85,31,1851
574,Euston                        ,7309,Norwich                       ,0,0,0,18,0,0,18
574,Euston                        ,5376,Norwood Junction              ,0,0,0,0,29,0,29
574,Euston                        ,0,Not stated                    ,18,236,412,189,469,20,1343
574,Euston                        ,1077,Nuneaton                      ,0,48,24,0,16,0,87
574,Euston                        ,4641,Old Hill                      ,0,0,0,133,0,0,133
574,Euston                        ,2090,Oxenholme                     ,0,18,117,3,31,0,168
574,Euston                        ,3087,Paddington London             ,0,0,0,9,0,0,9
574,Euston                        ,1561,Park Street                   ,0,1,0,0,0,0,1
574,Euston                        ,1195,Penkridge                     ,0,0,2,0,0,0,2
574,Euston                        ,2102,Penrith                       ,0,0,60,0,27,0,87
574,Euston                        ,6133,Peterborough                  ,0,2,0,4,0,0,5
574,Euston                        ,5123,Petts Wood                    ,0,0,15,0,0,0,15
574,Euston                        ,3062,Pewsey                        ,0,1,0,0,0,0,1
574,Euston                        ,8801,Pitlochry                     ,2,25,0,0,0,0,27
574,Euston                        ,2198,Port Sunlight                 ,0,0,0,0,33,0,33
574,Euston                        ,2671,Poulton-Le-Fylde              ,0,0,12,0,0,0,12
574,Euston                        ,2521,Prestatyn                     ,0,0,118,0,0,0,118
574,Euston                        ,2753,Preston                       ,0,208,71,55,5,0,340
574,Euston                        ,5569,Raynes Park                   ,0,1,0,0,0,0,1
574,Euston                        ,1208,Redditch                      ,0,16,3,0,0,0,19
574,Euston                        ,2461,Rhyl                          ,0,0,1,0,44,0,45
574,Euston                        ,4477,Ruabon                        ,0,55,0,0,0,0,55
574,Euston                        ,1087,Rugby                         ,50,480,306,261,38,0,1135
574,Euston                        ,1084,Rugeley Trent Valley          ,0,14,0,0,0,0,14
574,Euston                        ,2291,Runcorn                       ,10,42,16,0,18,0,86
574,Euston                        ,2794,Salford Crescent              ,0,0,3,0,0,0,3
574,Euston                        ,5663,Salisbury                     ,0,0,31,0,0,0,31
574,Euston                        ,1261,Sandbach                      ,0,25,18,0,0,0,43
574,Euston                        ,1149,Sandwell and Dudley           ,9,102,55,6,3,0,176
574,Euston                        ,6691,Sheffield                     ,0,0,0,2,0,0,2
574,Euston                        ,4387,Shrewsbury                    ,0,2,141,0,0,0,144
574,Euston                        ,3172,Slough                        ,0,1,0,0,2,0,3
574,Euston                        ,1451,South Hampstead               ,15,21,72,8,7,0,123
574,Euston                        ,2262,Southport                     ,0,2,0,0,12,0,14
574,Euston                        ,1562,St Albans Abbey               ,0,4,0,8,0,0,12
574,Euston                        ,5073,St Mary Cray                  ,0,0,42,0,0,0,42
574,Euston                        ,2341,St.Helens Central             ,0,0,0,0,0,0,0
574,Euston                        ,1268,Stafford                      ,11,136,487,18,0,0,652
574,Euston                        ,2983,Stalybridge                   ,0,0,0,0,2,0,2
574,Euston                        ,6092,Stevenage                     ,0,0,1,0,0,0,1
574,Euston                        ,2771,Stockport                     ,4,151,105,1,42,106,409
574,Euston                        ,1314,Stoke-on-Trent                ,40,161,73,9,109,29,421
574,Euston                        ,4643,Stourbridge Town              ,0,42,0,0,0,0,42
574,Euston                        ,5607,Strawberry Hill               ,8,8,0,0,0,0,16
574,Euston                        ,5384,Streatham Common              ,1,17,0,0,0,0,18
574,Euston                        ,5435,Streatham Hill                ,0,0,50,0,0,0,50
574,Euston                        ,5671,Sunningdale                   ,0,0,0,0,9,0,9
574,Euston                        ,1044,Sutton Coldfield              ,0,0,8,0,19,0,27
574,Euston                        ,3333,Swindon                       ,0,0,0,0,9,0,9
574,Euston                        ,2800,Swinton (Gtr Manchester)      ,0,0,0,0,0,0,0
574,Euston                        ,1323,Tamworth High Level           ,0,13,1,0,0,0,14
574,Euston                        ,1322,Tamworth Low Level            ,19,42,124,0,0,0,185
574,Euston                        ,4691,Telford Central               ,0,11,13,94,0,0,117
574,Euston                        ,1393,Tring                         ,22,254,148,131,0,0,555
574,Euston                        ,5574,Twickenham                    ,0,0,2,0,0,0,2
574,Euston                        ,4518,Tyseley                       ,0,0,0,8,0,0,8
