<<<<<<< HEAD
 RODS report2a created at 13:27:27 on 29-03-2017,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,
 ,,,,
 Report 2a - Analysis of exit by borough,,,,
Borough,Station,,Time Period,Number exiting
Barking                       ,514,Barking             ,Early     ,928
Barking                       ,514,Barking             ,AM peak   ,5149
Barking                       ,514,Barking             ,Midday    ,5242
Barking                       ,514,Barking             ,PM Peak   ,9410
Barking                       ,514,Barking             ,Evening   ,4361
Barking                       ,514,Barking             ,Late      ,1645
Barking                       ,514,Barking             , Total day,26736
Barking                       ,518,Becontree           ,Early     ,80
Barking                       ,518,Becontree           ,AM peak   ,464
Barking                       ,518,Becontree           ,Midday    ,1151
Barking                       ,518,Becontree           ,PM Peak   ,2521
Barking                       ,518,Becontree           ,Evening   ,1147
Barking                       ,518,Becontree           ,Late      ,469
Barking                       ,518,Becontree           , Total day,5833
Barking                       ,555,Dagenham East       ,Early     ,58
Barking                       ,555,Dagenham East       ,AM peak   ,648
Barking                       ,555,Dagenham East       ,Midday    ,856
Barking                       ,555,Dagenham East       ,PM Peak   ,2012
Barking                       ,555,Dagenham East       ,Evening   ,967
Barking                       ,555,Dagenham East       ,Late      ,311
Barking                       ,555,Dagenham East       , Total day,4853
Barking                       ,556,Dagenham Heathway   ,Early     ,125
Barking                       ,556,Dagenham Heathway   ,AM peak   ,1187
Barking                       ,556,Dagenham Heathway   ,Midday    ,2206
Barking                       ,556,Dagenham Heathway   ,PM Peak   ,3722
Barking                       ,556,Dagenham Heathway   ,Evening   ,1912
Barking                       ,556,Dagenham Heathway   ,Late      ,597
Barking                       ,556,Dagenham Heathway   , Total day,9748
Barking                       ,738,Upney               ,Early     ,44
Barking                       ,738,Upney               ,AM peak   ,478
Barking                       ,738,Upney               ,Midday    ,843
Barking                       ,738,Upney               ,PM Peak   ,1880
Barking                       ,738,Upney               ,Evening   ,719
Barking                       ,738,Upney               ,Late      ,194
Barking                       ,738,Upney               , Total day,4157
Barking                       ,   Total for borough,,Early     ,1236
Barking                       ,   Total for borough,,AM peak   ,7925
Barking                       ,   Total for borough,,Midday    ,10297
Barking                       ,   Total for borough,,PM Peak   ,19545
Barking                       ,   Total for borough,,Evening   ,9106
Barking                       ,   Total for borough,,Late      ,3217
Barking                       ,   Total for borough,, Total day,51326
Barnet                        ,529,Brent Cross         ,Early     ,57
Barnet                        ,529,Brent Cross         ,AM peak   ,491
Barnet                        ,529,Brent Cross         ,Midday    ,860
Barnet                        ,529,Brent Cross         ,PM Peak   ,1450
Barnet                        ,529,Brent Cross         ,Evening   ,652
Barnet                        ,529,Brent Cross         ,Late      ,337
Barnet                        ,529,Brent Cross         , Total day,3848
Barnet                        ,532,Burnt Oak           ,Early     ,67
Barnet                        ,532,Burnt Oak           ,AM peak   ,729
Barnet                        ,532,Burnt Oak           ,Midday    ,1395
Barnet                        ,532,Burnt Oak           ,PM Peak   ,3256
Barnet                        ,532,Burnt Oak           ,Evening   ,1375
Barnet                        ,532,Burnt Oak           ,Late      ,499
Barnet                        ,532,Burnt Oak           , Total day,7321
Barnet                        ,551,Colindale           ,Early     ,162
Barnet                        ,551,Colindale           ,AM peak   ,1812
Barnet                        ,551,Colindale           ,Midday    ,1649
Barnet                        ,551,Colindale           ,PM Peak   ,3547
Barnet                        ,551,Colindale           ,Evening   ,1938
Barnet                        ,551,Colindale           ,Late      ,952
Barnet                        ,551,Colindale           , Total day,10059
Barnet                        ,565,East Finchley       ,Early     ,80
Barnet                        ,565,East Finchley       ,AM peak   ,1444
Barnet                        ,565,East Finchley       ,Midday    ,1970
Barnet                        ,565,East Finchley       ,PM Peak   ,4582
Barnet                        ,565,East Finchley       ,Evening   ,3034
Barnet                        ,565,East Finchley       ,Late      ,1368
Barnet                        ,565,East Finchley       , Total day,12478
Barnet                        ,568,Edgware             ,Early     ,93
Barnet                        ,568,Edgware             ,AM peak   ,949
Barnet                        ,568,Edgware             ,Midday    ,1998
Barnet                        ,568,Edgware             ,PM Peak   ,3159
Barnet                        ,568,Edgware             ,Evening   ,1635
Barnet                        ,568,Edgware             ,Late      ,533
Barnet                        ,568,Edgware             , Total day,8366
Barnet                        ,578,Finchley Central    ,Early     ,82
Barnet                        ,578,Finchley Central    ,AM peak   ,1897
Barnet                        ,578,Finchley Central    ,Midday    ,2197
Barnet                        ,578,Finchley Central    ,PM Peak   ,4027
Barnet                        ,578,Finchley Central    ,Evening   ,2242
Barnet                        ,578,Finchley Central    ,Late      ,1153
Barnet                        ,578,Finchley Central    , Total day,11597
Barnet                        ,584,Golders Green       ,Early     ,229
Barnet                        ,584,Golders Green       ,AM peak   ,2081
Barnet                        ,584,Golders Green       ,Midday    ,2849
Barnet                        ,584,Golders Green       ,PM Peak   ,4304
Barnet                        ,584,Golders Green       ,Evening   ,2863
Barnet                        ,584,Golders Green       ,Late      ,1454
Barnet                        ,584,Golders Green       , Total day,13781
Barnet                        ,601,Hendon Central      ,Early     ,147
Barnet                        ,601,Hendon Central      ,AM peak   ,2445
Barnet                        ,601,Hendon Central      ,Midday    ,3402
Barnet                        ,601,Hendon Central      ,PM Peak   ,3850
Barnet                        ,601,Hendon Central      ,Evening   ,2164
Barnet                        ,601,Hendon Central      ,Late      ,1167
Barnet                        ,601,Hendon Central      , Total day,13175
Barnet                        ,602,High Barnet         ,Early     ,53
Barnet                        ,602,High Barnet         ,AM peak   ,1044
Barnet                        ,602,High Barnet         ,Midday    ,1101
Barnet                        ,602,High Barnet         ,PM Peak   ,2273
Barnet                        ,602,High Barnet         ,Evening   ,1296
Barnet                        ,602,High Barnet         ,Late      ,649
Barnet                        ,602,High Barnet         , Total day,6416
